ID,Case Number,Date,Primary Type,Crime Category,Description,Location Description,Arrest,District,Latitude,Longitude,Year,Month,Month_Name,Day,Hour,DayOfWeek,Day_Name,IsWeekend,IsNight,Hour_sin,Hour_cos,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos,X_meters,Y_meters,Grid_Lat,Grid_Lon,Grid_ID,KMeans_Cluster,DBSCAN_Cluster,Hierarchical_Cluster
1004648,JG249826,2023-08-14 05:15:50,BATTERY,Violent,BATTERY,RESIDENCE,False,District 18,41.89024526932054,-87.6279796909619,2023,8,Aug,14,5,0,Monday,0,1,0.9659258262890683,0.25881904510252074,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-7253694.356736862,4657989.1837244695,41.89,-87.63,41.89_-87.63,1,0,0
1004649,JG142970,2024-05-24 22:51:16,THEFT,Property,THEFT,RESIDENCE,False,District 18,41.90850753670747,-87.630267833304,2024,5,May,24,22,4,Friday,0,1,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,-7253883.76524831,4660019.858011805,41.910000000000004,-87.63,41.91_-87.63,1,0,0
1004650,JG491340,2023-01-23 10:08:36,THEFT,Property,THEFT,RESIDENCE,False,District 20,41.983930716309054,-87.64166806516872,2023,1,Jan,23,10,0,Monday,0,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.0,1.0,-7254827.456953106,4668406.544519072,41.980000000000004,-87.64,41.98_-87.64,3,3,2
1004651,JG409199,2024-05-08 05:36:06,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,STREET,False,District 1,41.89055565074845,-87.62603787801704,2024,5,May,8,5,2,Wednesday,0,1,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,-7253533.616780862,4658023.69661225,41.89,-87.63,41.89_-87.63,1,0,0
1004652,JG768581,2023-12-12 09:58:35,ASSAULT,Violent,ASSAULT,SIDEWALK,False,District 1,41.88130919641941,-87.63748109386997,2023,12,Dec,12,9,1,Tuesday,0,0,0.7071067811865476,-0.7071067811865475,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,-7254480.866626722,4656995.536381256,41.88,-87.64,41.88_-87.64,4,0,0
1004653,JG706410,2023-08-15 16:53:27,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,RESIDENCE,False,District 1,41.87718995935706,-87.6352616896519,2023,8,Aug,15,16,1,Tuesday,0,0,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-7254297.148139675,4656537.497485607,41.88,-87.64,41.88_-87.64,4,0,0
1004654,JG181628,2023-09-03 02:51:36,THEFT,Property,THEFT,SIDEWALK,False,District 15,41.89641443607428,-87.74444194806073,2023,9,Sep,3,2,6,Sunday,1,1,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,-7263334.90328455,4658675.1647166265,41.9,-87.74,41.9_-87.74,0,1,1
1004655,JG984978,2024-03-10 17:30:03,ASSAULT,Violent,ASSAULT,STREET,False,District 15,41.8865248675536,-87.75125280201159,2024,3,Mar,10,17,6,Sunday,1,0,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-7263898.694131289,4657575.493351493,41.89,-87.75,41.89_-87.75,0,1,1
1004656,JG224409,2023-03-06 02:56:30,NARCOTICS,Public Order,NARCOTICS,CONVENIENCE STORE,False,District 20,41.96054757597685,-87.64341301666899,2023,3,Mar,6,2,0,Monday,0,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.0,1.0,-7254971.901055264,4665806.45435372,41.96,-87.64,41.96_-87.64,3,3,2
1004657,JG351991,2024-02-24 07:38:56,THEFT,Property,THEFT,SIDEWALK,True,District 18,41.88253803053257,-87.60647552004549,2024,2,Feb,24,7,5,Saturday,1,0,0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-7251914.278230285,4657132.176689063,41.88,-87.61,41.88_-87.61,4,0,0
1004658,JG103740,2024-06-08 12:43:02,THEFT,Property,THEFT,STREET,True,District 15,41.898954232145634,-87.74948718484235,2024,6,Jun,8,12,5,Saturday,1,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-7263752.539360384,4658957.577544557,41.9,-87.75,41.9_-87.75,0,1,1
1004659,JG643393,2024-04-24 10:10:18,BATTERY,Violent,BATTERY,SIDEWALK,False,District 15,41.90491200998587,-87.7663280435433,2024,4,Apr,24,10,2,Wednesday,0,0,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-7265146.596853807,4659620.053129516,41.9,-87.77,41.9_-87.77,0,1,1
1004660,JG745002,2023-02-27 21:37:18,NARCOTICS,Public Order,NARCOTICS,STREET,False,District 1,41.87790686675413,-87.6607225474531,2023,2,Feb,27,21,0,Monday,0,0,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,0.0,1.0,-7256404.754422526,4656617.214061145,41.88,-87.66,41.88_-87.66,4,0,0
1004661,JG622771,2023-09-11 09:46:27,THEFT,Property,THEFT,STREET,True,District 2,41.77943139248484,-87.60758486791073,2023,9,Sep,11,9,0,Monday,0,0,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210297e-16,0.0,1.0,-7252006.108150115,4645667.225798735,41.78,-87.61,41.78_-87.61,2,2,3
1004662,JG305459,2023-07-02 17:33:57,THEFT,Property,THEFT,RESIDENCE,False,District 20,41.95474078292515,-87.65138618858508,2023,7,Jul,2,17,6,Sunday,1,0,-0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,-7255631.906596154,4665160.767534438,41.95,-87.65,41.95_-87.65,3,3,2
1004663,JG272744,2024-01-27 10:05:10,NARCOTICS,Public Order,NARCOTICS,RESIDENCE,False,District 18,41.89355031619814,-87.65891636715628,2024,1,Jan,27,10,5,Saturday,1,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-7256255.241905262,4658356.6886772,41.89,-87.66,41.89_-87.66,1,0,0
1004664,JG603607,2024-02-12 07:40:22,BURGLARY,Property,BURGLARY,STREET,False,District 1,41.88554551762955,-87.63235923572427,2024,2,Feb,12,7,0,Monday,0,0,0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0.0,1.0,-7254056.887965357,4657466.5944581125,41.89,-87.63,41.89_-87.63,1,0,0
1004665,JG830262,2023-12-18 00:33:43,ASSAULT,Violent,ASSAULT,STREET,False,District 18,41.88607015213137,-87.63037881558023,2023,12,Dec,18,0,0,Monday,0,1,0.0,1.0,-2.4492935982947064e-16,1.0,0.0,1.0,-7253892.952171409,4657524.931233635,41.89,-87.63,41.89_-87.63,1,0,0
1004666,JG190358,2023-07-11 15:00:51,THEFT,Property,THEFT,PARKING LOT,False,District 2,41.78344579692324,-87.55597673859644,2023,7,Jul,11,15,1,Tuesday,0,0,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,-7247734.075430781,4646113.607822353,41.78,-87.56,41.78_-87.56,2,-1,3
1004667,JG885008,2023-08-28 06:05:54,THEFT,Property,THEFT,STREET,False,District 15,41.91222653388647,-87.74689808925477,2023,8,Aug,28,6,0,Monday,0,0,1.0,6.123233995736766e-17,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-7263538.218453763,4660433.392201513,41.910000000000004,-87.75,41.91_-87.75,0,1,1
1004668,JG575866,2024-01-17 16:53:11,THEFT,Property,THEFT,STREET,False,District 18,41.87658348024589,-87.62797246949523,2024,1,Jan,17,16,2,Wednesday,0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,-7253693.758956197,4656470.05999218,41.88,-87.63,41.88_-87.63,4,0,0
1004669,JG652807,2023-05-17 23:16:43,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,CONVENIENCE STORE,False,District 1,41.88740491441285,-87.60817133421807,2023,5,May,17,23,2,Wednesday,0,1,-0.25881904510252157,0.9659258262890681,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,-7252054.654828457,4657673.350232617,41.89,-87.61,41.89_-87.61,1,0,0
1004670,JG412856,2023-04-10 02:00:46,BATTERY,Violent,BATTERY,STREET,False,District 1,41.880646629540514,-87.62477640054297,2023,4,Apr,10,2,0,Monday,0,1,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,0.0,1.0,-7253429.193832085,4656921.862203997,41.88,-87.62,41.88_-87.62,4,0,0
1004671,JG420472,2023-05-15 12:47:08,THEFT,Property,THEFT,SIDEWALK,False,District 1,41.86494034989634,-87.64691636287185,2023,5,May,15,12,0,Monday,0,0,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.0,1.0,-7255261.902064885,4655175.401178793,41.86,-87.65,41.86_-87.65,4,0,4
1004672,JG764047,2023-04-27 06:46:22,BATTERY,Violent,BATTERY,STREET,False,District 20,41.96321900408577,-87.67173312377143,2023,4,Apr,27,6,3,Thursday,0,0,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-7257316.191107319,4666103.50401663,41.96,-87.67,41.96_-87.67,3,3,2
1004673,JG809920,2023-02-16 13:02:10,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,RESIDENCE,False,District 18,41.89383133757895,-87.67078394738245,2023,2,Feb,16,13,3,Thursday,0,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-7257237.619908477,4658387.936872187,41.89,-87.67,41.89_-87.67,1,0,0
1004674,JG581694,2024-04-14 21:12:07,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,STREET,False,District 20,41.97301050250335,-87.65376212343926,2024,4,Apr,14,21,6,Sunday,1,0,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,-7255828.582421669,4667192.270468779,41.97,-87.65,41.97_-87.65,3,3,2
1004675,JG754281,2024-06-11 16:32:30,BURGLARY,Property,BURGLARY,CONVENIENCE STORE,False,District 1,41.88066280319951,-87.61157884091128,2024,6,Jun,11,16,1,Tuesday,0,0,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,-7252336.722407309,4656923.6606353065,41.88,-87.61,41.88_-87.61,4,0,0
1004676,JG798982,2023-07-07 17:11:00,ASSAULT,Violent,ASSAULT,RESIDENCE,False,District 2,41.80339394917195,-87.57996928095993,2023,7,Jul,7,17,4,Friday,0,0,-0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-7249720.137071818,4648331.744212159,41.800000000000004,-87.58,41.8_-87.58,2,2,3
1004677,JG982048,2024-03-12 22:48:52,BATTERY,Violent,BATTERY,RESIDENCE,True,District 1,41.88417276965472,-87.63888536699892,2024,3,Mar,12,22,1,Tuesday,0,1,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,-7254597.109955699,4657313.95163691,41.88,-87.64,41.88_-87.64,1,0,0
1004678,JG951381,2024-04-29 03:41:26,NARCOTICS,Public Order,NARCOTICS,PARKING LOT,False,District 1,41.865369398941255,-87.64924993776073,2024,4,Apr,29,3,0,Monday,0,1,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998,0.0,1.0,-7255455.0714048855,4655223.1093217665,41.87,-87.65,41.87_-87.65,4,0,4
1004679,JG299183,2023-07-20 11:07:48,BURGLARY,Property,BURGLARY,CONVENIENCE STORE,False,District 15,41.89716858504031,-87.7610417453128,2023,7,Jul,20,11,3,Thursday,0,0,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-7264709.006123334,4658759.022371411,41.9,-87.76,41.9_-87.76,0,1,1
1004680,JG648180,2023-11-24 15:51:20,THEFT,Property,THEFT,STREET,False,District 18,41.89014950736196,-87.6223748626294,2023,11,Nov,24,15,4,Friday,0,0,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-7253230.398629082,4657978.535465802,41.89,-87.62,41.89_-87.62,1,0,0
1004681,JG101082,2023-02-08 20:40:48,ASSAULT,Violent,ASSAULT,APARTMENT,False,District 1,41.878267857390654,-87.60010157698372,2023,2,Feb,8,20,2,Wednesday,0,0,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-7251386.6541200355,4656657.354443937,41.88,-87.60000000000001,41.88_-87.6,4,0,0
1004682,JG938337,2024-02-05 08:35:30,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,STREET,False,District 15,41.87473670379342,-87.75946854688563,2024,2,Feb,5,8,0,Monday,0,0,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0.0,1.0,-7264578.779446955,4656264.707536374,41.87,-87.76,41.87_-87.76,0,1,1
1004683,JG360732,2023-01-05 12:07:53,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,RESIDENCE,False,District 15,41.87099526768026,-87.75126656887161,2023,1,Jan,5,12,3,Thursday,0,0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-7263899.833728426,4655848.678247583,41.87,-87.75,41.87_-87.75,0,1,1
1004684,JG981538,2023-04-10 12:27:03,ASSAULT,Violent,ASSAULT,STREET,False,District 20,41.95799618628202,-87.65125437928825,2023,4,Apr,10,12,0,Monday,0,0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,-7255620.995647893,4665522.752371896,41.96,-87.65,41.96_-87.65,3,3,2
1004685,JG873006,2023-03-26 05:05:42,THEFT,Property,THEFT,RESIDENCE,True,District 2,41.776780402361766,-87.61232383211205,2023,3,Mar,26,5,6,Sunday,1,1,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-7252398.391505329,4645372.448739302,41.78,-87.61,41.78_-87.61,2,2,3
1004686,JG764095,2023-11-02 16:39:19,BURGLARY,Property,BURGLARY,STREET,False,District 15,41.88335739436473,-87.76345501097738,2023,11,Nov,2,16,3,Thursday,0,0,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-7264908.772129517,4657223.28591612,41.88,-87.76,41.88_-87.76,0,1,1
1004687,JG111255,2023-10-22 22:05:41,BATTERY,Violent,BATTERY,RESIDENCE,False,District 15,41.87684729959029,-87.77962811912276,2023,10,Oct,22,22,6,Sunday,1,1,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-7266247.554373484,4656499.395405348,41.88,-87.78,41.88_-87.78,0,1,1
1004688,JG991569,2023-01-17 16:09:09,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,RESIDENCE,False,District 18,41.89953871176075,-87.66191009735401,2023,1,Jan,17,16,1,Tuesday,0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,-7256503.0577731775,4659022.568802254,41.9,-87.66,41.9_-87.66,1,0,0
1004689,JG579450,2024-06-02 16:48:45,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,STREET,False,District 15,41.8943164981072,-87.78750246530727,2024,6,Jun,2,16,6,Sunday,1,0,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,-7266899.379289258,4658441.8843360515,41.89,-87.79,41.89_-87.79,0,1,1
1004690,JG422659,2023-02-05 16:05:09,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,RESIDENCE,False,District 1,41.879373492886565,-87.64095436312631,2023,2,Feb,5,16,6,Sunday,1,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-7254768.377918128,4656780.295671613,41.88,-87.64,41.88_-87.64,4,0,0
1004691,JG973442,2023-10-17 14:36:13,BURGLARY,Property,BURGLARY,CONVENIENCE STORE,False,District 1,41.887302330408765,-87.6118003057493,2023,10,Oct,17,14,1,Tuesday,0,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-7252355.054888001,4657661.943396052,41.89,-87.61,41.89_-87.61,1,0,0
1004692,JG786011,2023-08-15 04:05:18,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,SIDEWALK,False,District 1,41.87468251454861,-87.62739282035557,2023,8,Aug,15,4,1,Tuesday,0,1,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-7253645.77659134,4656258.68195895,41.87,-87.63,41.87_-87.63,4,0,0
1004693,JG921350,2023-01-21 17:24:26,THEFT,Property,THEFT,RESIDENCE,False,District 15,41.90416444819814,-87.76639941589531,2023,1,Jan,21,17,5,Saturday,1,0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-7265152.504935092,4659536.927936549,41.9,-87.77,41.9_-87.77,0,1,1
1004694,JG630391,2024-03-12 07:51:17,THEFT,Property,THEFT,PARKING LOT,False,District 18,41.90096757480566,-87.64547519466286,2024,3,Mar,12,7,1,Tuesday,0,0,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,-7255142.604624255,4659181.451343177,41.9,-87.65,41.9_-87.65,1,0,0
1004695,JG444947,2024-02-29 05:16:44,THEFT,Property,THEFT,RESIDENCE,False,District 20,41.97805599817577,-87.65023070348332,2024,2,Feb,29,5,3,Thursday,0,1,0.9659258262890683,0.25881904510252074,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-7255536.257514759,4667753.304764892,41.980000000000004,-87.65,41.98_-87.65,3,3,2
1004696,JG348437,2023-10-21 03:30:46,ASSAULT,Violent,ASSAULT,STREET,False,District 15,41.89416644079552,-87.73672983155231,2023,10,Oct,21,3,5,Saturday,1,1,0.7071067811865476,0.7071067811865476,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-7262696.507464027,4658425.19870124,41.89,-87.74,41.89_-87.74,0,1,1
1004697,JG553362,2024-02-04 19:34:26,NARCOTICS,Public Order,NARCOTICS,RESIDENCE,True,District 1,41.85599559505058,-87.62625947816422,2024,2,Feb,4,19,6,Sunday,1,0,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-7253551.960462214,4654180.788446049,41.86,-87.63,41.86_-87.63,4,0,4
1004698,JG678678,2024-03-30 07:44:51,BATTERY,Violent,BATTERY,STREET,True,District 20,41.97679883167405,-87.65316936291791,2024,3,Mar,30,7,5,Saturday,1,0,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-7255779.514719048,4667613.514034866,41.980000000000004,-87.65,41.98_-87.65,3,3,2
1004699,JG333351,2023-11-08 12:14:13,ASSAULT,Violent,ASSAULT,SIDEWALK,False,District 2,41.79911681843696,-87.61336383474563,2023,11,Nov,8,12,2,Wednesday,0,0,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,-7252484.4811454285,4647856.148316912,41.800000000000004,-87.61,41.8_-87.61,2,2,3
1004700,JG935590,2024-04-07 22:09:20,THEFT,Property,THEFT,CONVENIENCE STORE,False,District 1,41.895419402389386,-87.62682282885592,2024,4,Apr,7,22,6,Sunday,1,1,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,-7253598.593669412,4658564.5218662,41.9,-87.63,41.9_-87.63,1,0,0
1004701,JG258083,2023-09-18 06:39:06,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,STREET,True,District 18,41.87918361235583,-87.62908824735806,2023,9,Sep,18,6,0,Monday,0,0,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0.0,1.0,-7253786.121140233,4656759.181890762,41.88,-87.63,41.88_-87.63,4,0,0
1004702,JG582781,2023-08-24 20:54:06,BATTERY,Violent,BATTERY,RESIDENCE,False,District 1,41.88154922902036,-87.6497502006979,2023,8,Aug,24,20,3,Thursday,0,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-7255496.482315613,4657022.226825577,41.88,-87.65,41.88_-87.65,4,0,0
1004703,JG945321,2024-05-07 10:00:06,BATTERY,Violent,BATTERY,RESIDENCE,False,District 2,41.78445088037005,-87.58637580153642,2024,5,May,7,10,1,Tuesday,0,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,-7250250.457893043,4646225.368156862,41.78,-87.59,41.78_-87.59,2,2,3
1004704,JG948699,2023-08-19 18:02:36,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,STREET,False,District 18,41.8964069543705,-87.65778277029041,2023,8,Aug,19,18,5,Saturday,1,0,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-7256161.404694616,4658674.332787973,41.9,-87.66,41.9_-87.66,1,0,0
1004705,JG859064,2023-12-16 11:25:36,THEFT,Property,THEFT,SIDEWALK,False,District 18,41.89119525063837,-87.65324202149586,2023,12,Dec,16,11,5,Saturday,1,0,0.258819045102521,-0.9659258262890682,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,-7255785.529271918,4658094.816973327,41.89,-87.65,41.89_-87.65,1,0,0
1004706,JG806601,2024-05-21 19:26:34,BATTERY,Violent,BATTERY,RESIDENCE,True,District 15,41.88277250913954,-87.71170958695872,2024,5,May,21,19,1,Tuesday,0,0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,-7260625.374389264,4657158.249556578,41.88,-87.71000000000001,41.88_-87.71,0,-1,1
1004707,JG492750,2024-04-10 21:32:12,ASSAULT,Violent,ASSAULT,STREET,True,District 2,41.79577966616628,-87.6050738143754,2024,4,Apr,10,21,2,Wednesday,0,0,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-7251798.247431165,4647485.073402423,41.800000000000004,-87.61,41.8_-87.61,2,2,3
1004708,JG235263,2023-06-16 22:34:35,THEFT,Property,THEFT,APARTMENT,True,District 1,41.88420428096229,-87.61683957559016,2023,6,Jun,16,22,4,Friday,0,1,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-7252772.197030677,4657317.455539283,41.88,-87.62,41.88_-87.62,4,0,0
1004709,JG236695,2024-01-30 04:51:08,ASSAULT,Violent,ASSAULT,STREET,False,District 1,41.89518398696291,-87.61317492271283,2024,1,Jan,30,4,1,Tuesday,0,1,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,-7252468.843330301,4658538.344828964,41.9,-87.61,41.9_-87.61,1,0,0
1004710,JG102293,2024-06-15 12:43:56,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,CONVENIENCE STORE,False,District 15,41.90541640009923,-87.75156243616061,2024,6,Jun,15,12,5,Saturday,1,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-7263924.325116818,4659676.13882864,41.910000000000004,-87.75,41.91_-87.75,0,1,1
1004711,JG251665,2023-01-14 09:32:47,BATTERY,Violent,BATTERY,STREET,False,District 1,41.89462372550659,-87.64103946842084,2023,1,Jan,14,9,5,Saturday,1,0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-7254775.422788919,4658476.046511376,41.89,-87.64,41.89_-87.64,1,0,0
1004712,JG192703,2023-04-26 03:21:02,NARCOTICS,Public Order,NARCOTICS,RESIDENCE,False,District 1,41.88038124873741,-87.63757141784467,2023,4,Apr,26,3,2,Wednesday,0,1,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-7254488.343490936,4656892.353164303,41.88,-87.64,41.88_-87.64,4,0,0
1004713,JG464873,2023-04-25 00:27:37,THEFT,Property,THEFT,STREET,False,District 15,41.867076708788815,-87.76045312414729,2023,4,Apr,25,0,1,Tuesday,0,1,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,-7264660.281069516,4655412.95377725,41.87,-87.76,41.87_-87.76,0,1,1
1004714,JG570518,2023-08-22 03:41:28,THEFT,Property,THEFT,STREET,False,District 1,41.87350907055145,-87.65369631394651,2023,8,Aug,22,3,1,Tuesday,0,1,0.7071067811865476,0.7071067811865476,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-7255823.13482436,4656128.200759537,41.87,-87.65,41.87_-87.65,4,0,0
1004715,JG922424,2023-08-08 16:04:58,BURGLARY,Property,BURGLARY,APARTMENT,False,District 1,41.88487039625671,-87.62544191689628,2023,8,Aug,8,16,1,Tuesday,0,0,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-7253484.284138095,4657391.524282892,41.88,-87.63,41.88_-87.63,1,0,0
1004716,JG707448,2023-03-25 21:09:55,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,RESIDENCE,False,District 15,41.89505499908429,-87.77183057669166,2023,3,Mar,25,21,5,Saturday,1,0,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-7265602.087141118,4658524.002011452,41.9,-87.77,41.9_-87.77,0,1,1
1004717,JG640136,2024-02-09 19:39:45,BURGLARY,Property,BURGLARY,PARKING LOT,False,District 15,41.87817031103792,-87.74917279596124,2024,2,Feb,9,19,4,Friday,0,0,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-7263726.514786261,4656646.507769417,41.88,-87.75,41.88_-87.75,0,1,1
1004718,JG947605,2024-06-19 23:52:28,THEFT,Property,THEFT,RESIDENCE,False,District 1,41.87469752146311,-87.6212205053778,2024,6,Jun,19,23,2,Wednesday,0,1,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-7253134.842909197,4656260.3506540125,41.87,-87.62,41.87_-87.62,4,0,4
1004719,JG475055,2024-01-15 13:35:31,ASSAULT,Violent,ASSAULT,PARKING LOT,False,District 20,41.98067052160782,-87.65946388062221,2024,1,Jan,15,13,0,Monday,0,0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.0,1.0,-7256300.564133985,4668044.026907691,41.980000000000004,-87.66,41.98_-87.66,3,3,2
